id	blastDbid	blastEvalue	blastLength	blastPident	blastNident	blastScore	blastBitscore
dmt2_000000013	985564868;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_pictus	5.64e-68	165	93.333	154	275	249
dmt2_000000013	2489641738;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_pictus	6.87e-67	165	92.727	153	270	244
dmt2_000000013	109639224;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_flavimarginatus	6.87e-67	165	92.727	153	270	244
dmt2_000000013	405779044;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_pictus	2.92e-65	165	92.121	152	265	240
dmt2_000000013	2580316615;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_javanicus	3.56e-64	165	91.515	151	260	235
dmt2_000000013	223674777;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_unicolor	1.51e-62	165	90.909	150	255	231
dmt2_000000013	2070655162;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_javanicus	1.51e-62	165	90.909	150	255	231
dmt2_000000013	2070655167;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_thyrsoideus	1.84e-61	165	90.303	149	250	226
dmt2_000000013	1209184603;tax=k:Animalia,p:Chordata,c:Teleostei,o:Anguilliformes,f:Muraenidae,g:Gymnothorax,s:Gymnothorax_tile	7.83e-60	165	89.697	148	245	222
dmt2_000000015	985565946;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_orbicularis	3.55e-83	165	100.000	165	330	298
dmt2_000000015	2373975063;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_boersii	3.55e-83	165	100.000	165	330	298
dmt2_000000015	669026772;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_teira	1.51e-81	165	99.394	164	325	294
dmt2_000000015	985565947;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_orbicularis	1.51e-81	165	99.394	164	325	294
dmt2_000000015	33569441;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_orbicularis	1.51e-81	165	99.394	164	325	294
dmt2_000000015	1391894910;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_boersii	1.51e-81	165	99.394	164	325	294
dmt2_000000015	4494773;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_orbicularis	4.94e-75	165	96.970	160	301	272
dmt2_000000015	1293100068;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Ephippidae,g:Platax,s:Platax_pinnatus	6.02e-74	165	96.364	159	296	268
dmt2_000000015	1209184739;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Caesionidae,g:Caesio,s:Caesio_lunaris	2.24e-60	167	91.018	152	247	224
dmt2_000000015	752502882;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Caesionidae,g:Caesio,s:Caesio_cuning	2.73e-59	167	90.419	151	242	219
dmt2_000000019	821091563;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Pollachius,s:Pollachius_virens	1.02e-83	166	100.000	166	332	300
dmt2_000000019	317423492;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Pollachius,s:Pollachius_pollachius	4.36e-82	166	99.398	165	327	296
dmt2_000000019	821091566;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Pollachius,s:Pollachius_pollachius	5.31e-81	166	98.795	164	322	291
dmt2_000000019	2018537044;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	1.17e-76	166	96.988	161	307	278
dmt2_000000019	66864728;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Melanogrammus,s:Melanogrammus_aeglefinus	1.17e-76	166	96.988	161	307	278
dmt2_000000019	1798174145;tax=k:Animalia,p:Chordata,c:Teleostei,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	1.17e-76	166	96.988	161	307	278
dmt2_000000019	1593084209;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.42e-75	166	96.988	161	303	274
dmt2_000000019	2456436578;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.42e-75	166	96.386	160	302	273
dmt2_000000019	821091567;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	1.74e-74	166	96.386	160	298	269
dmt2_000000019	1486331;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.74e-74	166	96.386	160	298	269
dmt2_000000024	2120245552;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Siluridae,g:Silurus,s:Silurus_glanis	5.01e-56	170	87.647	149	230	208
dmt2_000000024	299823648;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Siluridae,g:Silurus,s:Silurus_glanis	2.13e-54	170	87.059	148	225	204
dmt2_000000024	2325477812;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_nebulosus	9.06e-53	170	86.471	147	218	197
dmt2_000000024	2386959146;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_melas	9.06e-53	170	86.471	147	218	197
dmt2_000000024	985563492;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_nebulosus	3.85e-51	170	85.882	146	213	193
dmt2_000000024	2325478036;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ictalurus,s:Ictalurus_punctatus	4.69e-50	170	85.882	146	209	189
dmt2_000000024	1276391554;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ictalurus,s:Ictalurus_punctatus	5.72e-49	170	85.294	145	205	186
dmt2_000000024	192293736;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Platytroctidae,g:Maulisia,s:Maulisia_mauli	1.18e-38	169	81.065	137	167	151
dmt2_000000024	2333440944;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Platytroctidae,g:Holtbyrnia,s:Holtbyrnia_anomala	1.44e-37	169	80.473	136	162	147
dmt2_000000024	2425416829;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Cypriniformes,f:Nemacheilidae,g:Barbatula,s:Barbatula_barbatula	1.75e-36	170	80.000	136	159	144
dmt2_000000029	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	6.89e-35	161	79.503	128	152	138
dmt2_000000029	CV311902;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	6.89e-35	161	79.503	128	152	138
dmt2_000000029	CV311880;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	6.89e-35	161	79.503	128	152	138
dmt2_000000029	CV311888;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.02e-32	162	79.012	128	145	132
dmt2_000000029	CV312101;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	7.87e-28	161	76.398	123	127	115
dmt2_000000029	2497635803;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Stomiiformes,f:Gonostomatidae,g:Cyclothone,s:Cyclothone_microdon	2.75e-08	42	88.095	37	55	50.9
dmt2_000000029	1898139754;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Osmeridae,g:Osmerus,s:Osmerus_eperlanus	1.17e-06	46	82.609	38	48	44.6
dmt2_000000029	2497635811;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Bramidae,g:Pterycombus,s:Pterycombus_brama	4.08e-06	55	80.000	44	47	43.7
dmt2_000000029	2208847211;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes,f:Soleidae,g:Microchirus,s:Microchirus_variegatus	4.08e-06	45	82.222	37	46	42.8
dmt2_000000029	2373974846;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Acanthuridae,g:Acanthurus,s:Acanthurus_thompsoni	4.08e-06	58	75.862	44	46	42.8
dmt2_000000031	1575640556;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Gasterosteus,s:Gasterosteus_aculeatus	3.55e-83	165	100.000	165	330	298
dmt2_000000031	2483755360;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Gasterosteus,s:Gasterosteus_aculeatus	1.51e-81	165	99.394	164	325	294
dmt2_000000031	16267225;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Gasterosteus,s:Gasterosteus_aculeatus	7.83e-79	165	98.182	162	315	285
dmt2_000000031	2283864942;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Gasterosteus,s:Gasterosteus_aculeatus	9.53e-78	165	97.576	161	310	280
dmt2_000000031	1993261556;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Gasterosteus,s:Gasterosteus_aculeatus	9.53e-78	165	97.576	161	310	280
dmt2_000000031	725542207;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Gasterosteus,s:Gasterosteus_aculeatus	1.42e-75	154	99.351	153	303	274
dmt2_000000031	1096114283;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Gasterosteus,s:Gasterosteus_aculeatus	4.94e-75	165	96.364	159	300	271
dmt2_000000031	988043889;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Pungitius,s:Pungitius_pungitius	1.33e-69	165	93.939	155	280	253
dmt2_000000031	988043480;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Pungitius,s:Pungitius_pungitius	1.33e-69	165	93.939	155	280	253
dmt2_000000031	988043847;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Pungitius,s:Pungitius_pungitius	5.64e-68	165	93.333	154	275	249
dmt2_000000032	2029281438;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Sparus,s:Sparus_aurata	7.38e-73	166	95.181	158	292	264
dmt2_000000032	2018537084;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Spondyliosoma,s:Spondyliosoma_cantharus	3.82e-70	166	93.976	156	282	255
dmt2_000000032	2473930806;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Pagrus,s:Pagrus_pagrus	4.66e-69	164	93.902	154	278	251
dmt2_000000032	1843818462;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Pagellus,s:Pagellus_bogaraveo	5.67e-68	162	93.827	152	274	248
dmt2_000000032	42525345;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Pagrus,s:Pagrus_pagrus	1.98e-67	164	93.293	153	273	247
dmt2_000000032	1375531120;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Pagellus,s:Pagellus_erythrinus	1.98e-67	164	93.293	153	273	247
dmt2_000000032	148368793;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Pagellus,s:Pagellus_bogaraveo	6.91e-67	165	93.333	154	271	245
dmt2_000000032	1375531143;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Pagellus,s:Pagellus_acarne	5.31e-62	161	91.925	148	253	229
dmt2_000000032	1894451017;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Boops,s:Boops_boops	4.09e-57	164	89.634	147	235	213
dmt2_000000032	1379020071;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Sparidae,g:Dentex,s:Dentex_dentex	1.43e-56	166	87.952	146	232	210
dmt2_000000035	2120245552;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Siluridae,g:Silurus,s:Silurus_glanis	2.13e-54	170	87.059	148	225	204
dmt2_000000035	2325477812;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_nebulosus	7.44e-54	170	87.059	148	223	202
dmt2_000000035	2386959146;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_melas	7.44e-54	170	87.059	148	223	202
dmt2_000000035	299823648;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Siluridae,g:Silurus,s:Silurus_glanis	2.60e-53	170	86.471	147	220	199
dmt2_000000035	985563492;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_nebulosus	9.06e-53	170	86.471	147	218	197
dmt2_000000035	2325478036;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ictalurus,s:Ictalurus_punctatus	1.10e-51	170	86.471	147	214	194
dmt2_000000035	1276391554;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ictalurus,s:Ictalurus_punctatus	1.34e-50	170	85.882	146	210	190
dmt2_000000035	192293736;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Platytroctidae,g:Maulisia,s:Maulisia_mauli	1.18e-38	169	81.065	137	167	151
dmt2_000000035	2333440944;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Platytroctidae,g:Holtbyrnia,s:Holtbyrnia_anomala	1.44e-37	169	80.473	136	162	147
dmt2_000000035	1561111692;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Alepocephalidae,g:Rouleina,s:Rouleina_maderensis	1.44e-37	169	80.473	136	162	147
dmt2_000000037	2318880319;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_greenfieldi	2.96e-84	167	100.000	167	334	302
dmt2_000000037	2373974633;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_amaena	2.96e-84	167	100.000	167	334	302
dmt2_000000037	2373975045;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_kuntee	1.53e-81	167	98.802	165	324	293
dmt2_000000037	2070655448;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_berndti	1.53e-81	167	98.802	165	324	293
dmt2_000000037	2318880317;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_adusta	1.53e-81	167	98.802	165	324	293
dmt2_000000037	2321238165;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_kochiensis	6.51e-80	167	98.204	164	319	288
dmt2_000000037	2070655001;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_amaena	6.51e-80	167	98.204	164	319	288
dmt2_000000037	2373974639;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_adusta	6.51e-80	167	98.204	164	319	288
dmt2_000000037	2070655009;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_violacea	7.93e-79	167	97.605	163	314	284
dmt2_000000037	2599621973;tax=k:Animalia,p:Chordata,c:Teleostei,o:Holocentriformes,f:Holocentridae,g:Myripristis,s:Myripristis_murdjan	7.93e-79	167	97.605	163	314	284
dmt2_000000039	1996290009;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Diagramma,s:Diagramma_pictum	1.02e-83	166	100.000	166	332	300
dmt2_000000039	1293099953;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Diagramma,s:Diagramma_melanacrum	1.02e-83	166	100.000	166	332	300
dmt2_000000039	1561111695;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Diagramma,s:Diagramma_pictum	4.36e-82	166	99.398	165	327	296
dmt2_000000039	2183321048;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Plectorhinchus,s:Plectorhinchus_picus	2.75e-78	166	97.590	162	312	282
dmt2_000000039	985565699;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Plectorhinchus,s:Plectorhinchus_lessonii	2.75e-78	166	97.590	162	312	282
dmt2_000000039	1996290023;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Plectorhinchus,s:Plectorhinchus_chaetodonoides	2.75e-78	166	97.590	162	312	282
dmt2_000000039	985565695;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Plectorhinchus,s:Plectorhinchus_vittatus	1.17e-76	166	96.988	161	307	278
dmt2_000000039	2183321047;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Plectorhinchus,s:Plectorhinchus_picus	1.17e-76	166	96.988	161	307	278
dmt2_000000039	906357300;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Plectorhinchus,s:Plectorhinchus_lineatus	1.17e-76	166	96.988	161	307	278
dmt2_000000039	817597775;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Haemulidae,g:Plectorhinchus,s:Plectorhinchus_vittatus	4.08e-76	167	97.006	162	305	276
dmt2_000000046	2591501588;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Centrarchidae,g:Ambloplites,s:Ambloplites_rupestris	8.94e-53	163	87.730	143	218	197
dmt2_000000046	2452988784;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Hyperoplus,s:Hyperoplus_immaculatus	1.62e-49	164	85.976	141	207	187
dmt2_000000046	2018537085;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Ammodytes,s:Ammodytes_tobianus	1.62e-49	164	85.976	141	207	187
dmt2_000000046	2320215806;tax=k:Animalia,p:Chordata,c:Teleostei,o:Ovalentaria/misc,f:Pomacentridae,g:Abudefduf,s:Abudefduf_sordidus	1.97e-48	159	85.535	136	203	184
dmt2_000000046	2028741871;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Hyperoplus,s:Hyperoplus_lanceolatus	1.97e-48	164	85.366	140	202	183
dmt2_000000046	2188144284;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Hyperoplus,s:Hyperoplus_immaculatus	1.97e-48	164	85.366	140	202	183
dmt2_000000046	2018537073;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Ammodytes,s:Ammodytes_tobianus	1.97e-48	164	85.366	140	202	183
dmt2_000000046	1799624574;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Ammodytes,s:Ammodytes_tobianus	1.97e-48	164	85.366	140	202	183
dmt2_000000046	1799624588;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Ammodytes,s:Ammodytes_marinus	1.97e-48	164	85.366	140	202	183
dmt2_000000046	948550323;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Ammodytes,s:Ammodytes_americanus	1.97e-48	164	85.366	140	202	183
dmt2_000000058	985567016;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Stomiiformes,f:Sternoptychidae,g:Maurolicus,s:Maurolicus_muelleri	3.76e-07	48	81.250	39	51	47.3
dmt2_000000058	2188144269;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Triglidae,g:Chelidonichthys,s:Chelidonichthys_lucerna	3.76e-07	48	81.250	39	51	47.3
dmt2_000000058	33569495;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Labridae,g:Labroides,s:Labroides_rubrolabiatus	3.76e-07	48	81.250	39	51	47.3
dmt2_000000058	1189408115;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Labridae,g:Labroides,s:Labroides_phthirophagus	3.76e-07	48	81.250	39	51	47.3
dmt2_000000058	1189408114;tax=k:Animalia,p:Chordata,c:Teleostei,o:Eupercaria/misc,f:Labridae,g:Labroides,s:Labroides_pectoralis	3.76e-07	48	81.250	39	51	47.3
dmt2_000000058	2307998540;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Acanthuridae,g:Acanthurus,s:Acanthurus_dussumieri	1.31e-06	49	81.633	40	49	45.5
dmt2_000000058	2307998540;tax=k:Animalia,p:Chordata,c:Teleostei,o:Acanthuriformes,f:Acanthuridae,g:Acanthurus,s:Acanthurus_dussumieri	0.002	18	100.000	18	36	33.7
