id	blastDbid	blastEvalue	blastLength	blastPident	blastNident	blastScore	blastBitscore
div1_000000002	2048073550;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Atheriniformes,f:Atherinidae,g:Atherina,s:Atherina_boyeri	2.52e-63	161	91.925	148	257	233
div1_000000002	1209184411;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Atheriniformes,f:Atherinidae,g:Atherina,s:Atherina_boyeri	4.56e-60	162	90.123	146	244	221
div1_000000002	1894451034;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Serranidae,g:Serranus,s:Serranus_cabrilla	2.53e-44	163	83.436	136	187	169
div1_000000002	2576857192;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Beryciformes,f:Trachichthyidae,g:Gephyroberyx,s:Gephyroberyx_darwinii	3.08e-43	163	82.822	135	183	166
div1_000000002	2028741894;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Polyprionidae,g:Polyprion,s:Polyprion_americanus	3.75e-42	159	83.019	132	179	162
div1_000000002	2028741871;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Hyperoplus,s:Hyperoplus_lanceolatus	3.75e-42	159	83.019	132	179	162
div1_000000010	2018537052;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Moronidae,g:Dicentrarchus,s:Dicentrarchus_labrax	5.00e-85	168	100.000	168	336	304
div1_000000010	1293099641;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Moronidae,g:Dicentrarchus,s:Dicentrarchus_labrax	1.10e-80	168	98.214	165	321	290
div1_000000010	2557039348;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Centrarchidae,g:Lepomis,s:Lepomis_gibbosus	3.85e-42	169	82.249	139	179	162
div1_000000010	749502688;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Percidae,g:Sander,s:Sander_lucioperca	1.64e-40	164	82.317	135	173	157
div1_000000010	2557039329;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Centrarchidae,g:Lepomis,s:Lepomis_gibbosus	1.64e-40	169	81.657	138	173	157
div1_000000010	2514521564;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Centrarchidae,g:Lepomis,s:Lepomis_gibbosus	1.64e-40	169	81.657	138	173	157
div1_000000010	2309725946;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Xiphiidae,g:Xiphias,s:Xiphias_gladius	1.64e-40	166	81.928	136	172	156
div1_000000010	2491777244;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Xiphiidae,g:Xiphias,s:Xiphias_gladius	5.72e-40	165	81.818	135	170	154
div1_000000010	2557040498;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Istiophoridae,g:Kajikia,s:Kajikia_albida	5.72e-40	168	81.548	137	170	154
div1_000000010	546143982;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Istiophoridae,g:Istiophorus,s:Istiophorus_albicans	5.72e-40	168	81.548	137	170	154
div1_000000030	2018537131;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Pomatoschistus,s:Pomatoschistus_minutus	6.01e-84	166	100.000	166	332	300
div1_000000030	146330286;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Pomatoschistus,s:Pomatoschistus_minutus	3.11e-81	166	98.795	164	322	291
div1_000000030	2018537242;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Gobiusculus,s:Gobiusculus_flavescens	3.55e-74	166	95.783	159	297	269
div1_000000030	1898139810;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Gobiusculus,s:Gobiusculus_flavescens	3.55e-74	166	95.783	159	297	269
div1_000000030	2018537097;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Pomatoschistus,s:Pomatoschistus_pictus	4.33e-73	166	95.783	159	293	265
div1_000000030	1799624463;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Pomatoschistus,s:Pomatoschistus_microps	4.33e-73	166	95.181	158	292	264
div1_000000030	2028741896;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Pomatoschistus,s:Pomatoschistus_pictus	5.27e-72	166	95.181	158	288	260
div1_000000030	2018537159;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Pomatoschistus,s:Pomatoschistus_pictus	5.27e-72	166	95.181	158	288	260
div1_000000030	2188144268;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Gobius,s:Gobius_cobitis	2.92e-37	166	79.518	132	160	145
div1_000000030	146330282;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Gobius,s:Gobius_cobitis	3.56e-36	159	79.874	127	156	141
div1_000000031	2018537054;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_melops	2.08e-83	165	100.000	165	330	298
div1_000000031	2018537222;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	1.41e-66	166	92.771	154	268	242
div1_000000031	1227482630;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_melops	4.90e-66	135	99.259	134	266	241
div1_000000031	194351319;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Centrolabrus,s:Centrolabrus_exoletus	1.71e-65	165	92.121	152	265	240
div1_000000031	2018537090;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	5.98e-65	166	92.169	153	263	238
div1_000000031	1980526685;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Centrolabrus,s:Centrolabrus_exoletus	2.09e-64	165	91.515	151	260	235
div1_000000031	1898139824;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	1.95e-58	161	90.062	145	238	215
div1_000000031	99642101;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	8.31e-57	161	89.441	144	233	211
div1_000000031	1894451049;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Scorpaenidae,g:Scorpaena,s:Scorpaena_scrofa	7.78e-51	165	86.061	142	211	191
div1_000000031	1189408039;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Acantholabrus,s:Acantholabrus_palloni	9.48e-50	168	85.119	143	206	187
div1_000000038	203284811;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Chelon,s:Chelon_auratus	5.00e-85	168	100.000	168	336	304
div1_000000038	2018537166;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Chelon,s:Chelon_ramada	1.10e-80	168	98.214	165	321	290
div1_000000038	661414448;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Chelon,s:Chelon_labrosus	1.10e-80	168	98.214	165	321	290
div1_000000038	225421139;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	6.10e-65	168	91.667	154	262	237
div1_000000038	851779389;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	5.01e-47	169	84.024	142	196	178
div1_000000038	203284802;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.13e-45	169	83.432	141	191	173
div1_000000038	985567170;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.59e-44	169	82.840	140	186	168
div1_000000038	661414486;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.59e-44	169	82.840	140	186	168
div1_000000038	2494998042;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.59e-44	169	82.840	140	186	168
div1_000000038	2491776987;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.59e-44	169	82.840	140	186	168
div1_000000041	2018537222;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	6.01e-84	166	100.000	166	332	300
div1_000000041	2018537090;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	2.56e-82	166	99.398	165	327	296
div1_000000041	2018537054;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_melops	1.41e-66	166	92.771	154	268	242
div1_000000041	194351319;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Centrolabrus,s:Centrolabrus_exoletus	1.61e-59	166	89.759	149	243	220
div1_000000041	1980526685;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Centrolabrus,s:Centrolabrus_exoletus	1.97e-58	166	89.157	148	238	215
div1_000000041	1227482630;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_melops	2.24e-51	133	92.481	123	213	193
div1_000000041	1898139824;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	9.54e-50	161	85.714	138	207	187
div1_000000041	749502688;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Percidae,g:Sander,s:Sander_lucioperca	1.16e-48	161	85.714	138	203	184
div1_000000041	2018537138;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Labrus,s:Labrus_bergylta	1.16e-48	161	85.093	137	202	183
div1_000000041	99642101;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	1.16e-48	161	85.093	137	202	183
div1_000000043	378554505;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	6.01e-84	166	100.000	166	332	300
div1_000000043	194398793;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	2.56e-82	166	99.398	165	327	296
div1_000000043	194398794;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	3.11e-81	166	99.398	165	323	292
div1_000000043	1293099583;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.32e-79	166	98.193	163	317	287
div1_000000043	378554491;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	1.32e-79	166	98.193	163	317	287
div1_000000043	2279947962;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	1.61e-78	166	97.590	162	312	282
div1_000000043	2253741137;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.61e-78	166	97.590	162	312	282
div1_000000043	1476682339;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.61e-78	166	97.590	162	312	282
div1_000000043	2127678662;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	6.86e-77	166	96.988	161	307	278
div1_000000043	1276391932;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	6.86e-77	166	96.988	161	307	278
div1_000000064	2018537166;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Chelon,s:Chelon_ramada	5.00e-85	168	100.000	168	336	304
div1_000000064	661414448;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Chelon,s:Chelon_labrosus	5.00e-85	168	100.000	168	336	304
div1_000000064	203284811;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Chelon,s:Chelon_auratus	1.10e-80	168	98.214	165	321	290
div1_000000064	225421139;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	3.16e-62	168	90.476	152	252	228
div1_000000064	851779389;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	4.11e-48	169	84.615	143	201	182
div1_000000064	203284802;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	5.01e-47	169	84.024	142	196	178
div1_000000064	985567170;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.13e-45	169	83.432	141	191	173
div1_000000064	661414486;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.13e-45	169	83.432	141	191	173
div1_000000064	2494998042;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.13e-45	169	83.432	141	191	173
div1_000000064	2491776987;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.13e-45	169	83.432	141	191	173
div1_000000070	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.29e-22	165	74.545	123	107	97.8
div1_000000070	CV311902;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.29e-22	165	74.545	123	107	97.8
div1_000000070	CV311880;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.29e-22	165	74.545	123	107	97.8
div1_000000070	CV311888;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	5.49e-21	166	74.096	123	100	91.5
div1_000000070	CV312101;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	4.22e-16	165	70.909	117	82	75.2
div1_000000070	16267076;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Stephanoberyciformes,f:Melamphaidae,g:Scopelogadus,s:Scopelogadus_mizolepis	1.38e-09	54	81.481	44	58	53.6
div1_000000070	2497635825;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Stephanoberyciformes,f:Melamphaidae,g:Scopelogadus,s:Scopelogadus_mizolepis	1.68e-08	57	78.947	45	54	50.0
div1_000000070	2497635824;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Stephanoberyciformes,f:Melamphaidae,g:Scopelogadus,s:Scopelogadus_beanii	1.68e-08	57	78.947	45	54	50.0
div1_000000070	2333441054;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Stephanoberyciformes,f:Melamphaidae,g:Scopelogadus,s:Scopelogadus_beanii	1.68e-08	57	78.947	45	54	50.0
div1_000000070	661414490;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	2.05e-07	53	79.245	42	51	47.3
div1_000000086	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.24e-30	155	78.065	121	135	123
div1_000000086	CV311902;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.24e-30	155	78.065	121	135	123
div1_000000086	CV311880;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.24e-30	155	78.065	121	135	123
div1_000000086	CV311888;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.38e-28	156	77.564	121	128	116
div1_000000086	CV312101;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.06e-23	143	76.224	109	111	101
div1_000000086	1898139754;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Osmeridae,g:Osmerus,s:Osmerus_eperlanus	5.87e-08	46	84.783	39	53	49.1
div1_000000086	2309725946;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Xiphiidae,g:Xiphias,s:Xiphias_gladius	2.05e-07	45	84.444	38	51	47.3
div1_000000086	212725639;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Spinachia,s:Spinachia_spinachia	2.05e-07	45	84.444	38	51	47.3
div1_000000086	1799624519;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gasterosteiformes,f:Gasterosteidae,g:Spinachia,s:Spinachia_spinachia	2.05e-07	45	84.444	38	51	47.3
div1_000000086	256985322;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes,f:Scophthalmidae,g:Scophthalmus,s:Scophthalmus_maximus	7.15e-07	44	84.091	37	49	45.5
div1_000000087	317423492;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Pollachius,s:Pollachius_pollachius	6.01e-84	166	100.000	166	332	300
div1_000000087	821091563;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Pollachius,s:Pollachius_virens	2.56e-82	166	99.398	165	327	296
div1_000000087	821091566;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Pollachius,s:Pollachius_pollachius	2.56e-82	166	99.398	165	327	296
div1_000000087	2018537044;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	1.61e-78	166	97.590	162	312	282
div1_000000087	66864728;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Melanogrammus,s:Melanogrammus_aeglefinus	1.61e-78	166	97.590	162	312	282
div1_000000087	1593084209;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.96e-77	166	97.590	162	308	279
div1_000000087	2456436578;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	6.86e-77	166	96.988	161	307	278
div1_000000087	821091567;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	8.35e-76	166	96.988	161	303	274
div1_000000087	1486331;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	8.35e-76	166	96.988	161	303	274
div1_000000087	74315077;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	8.35e-76	166	96.386	160	302	273
div1_000000088	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.39e-28	162	75.926	123	128	116
div1_000000088	CV311902;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.39e-28	162	75.926	123	128	116
div1_000000088	CV311880;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.39e-28	162	75.926	123	128	116
div1_000000088	CV311888;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	2.06e-26	163	75.460	123	121	110
div1_000000088	CV312101;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.58e-21	162	72.840	118	103	94.2
div1_000000088	2452988784;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Hyperoplus,s:Hyperoplus_immaculatus	3.06e-05	147	68.027	100	42	39.2
div1_000000088	1898139754;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Osmeridae,g:Osmerus,s:Osmerus_eperlanus	3.06e-05	46	78.261	36	42	39.2
div1_000000088	2028741869;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Gymnammodytes,s:Gymnammodytes_semisquamatus	1.07e-04	148	67.568	100	40	37.4
div1_000000088	4321424;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Lampriformes,f:Regalecidae,g:Regalecus,s:Regalecus_glesne	3.73e-04	29	86.207	25	38	35.6
div1_000000088	2497635835;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Lampriformes,f:Regalecidae,g:Regalecus,s:Regalecus_glesne	3.73e-04	29	86.207	25	38	35.6
div1_000000097	2188144258;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Taurulus,s:Taurulus_bubalis	7.22e-83	164	100.000	164	328	297
div1_000000097	2018537103;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Taurulus,s:Taurulus_bubalis	1.07e-80	165	99.394	164	321	290
div1_000000097	2018537032;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Taurulus,s:Taurulus_bubalis	1.31e-79	165	98.788	163	316	286
div1_000000097	669175243;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Taurulus,s:Taurulus_bubalis	4.56e-79	164	98.780	162	314	284
div1_000000097	1642520750;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Myoxocephalus,s:Myoxocephalus_scorpius	4.00e-67	165	93.333	154	271	245
div1_000000097	2018537053;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Micrenophrys,s:Micrenophrys_lilljeborgii	4.00e-67	165	93.333	154	271	245
div1_000000097	2425535929;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Cottus,s:Cottus_gobio	2.52e-63	165	91.515	151	256	232
div1_000000097	2333441014;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Icelus,s:Icelus_bicornis	3.07e-62	165	91.515	151	252	228
div1_000000097	1825511874;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Cottidae,g:Artediellus,s:Artediellus_atlanticus	3.07e-62	165	91.515	151	252	228
div1_000000097	1790179390;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Psychrolutidae,g:Cottunculus,s:Cottunculus_microps	1.07e-61	165	90.909	150	251	227
div1_000000108	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	4.65e-79	167	97.605	163	314	284
