id	blastDbid	blastEvalue	blastLength	blastPident	blastNident	blastScore	blastBitscore
dme1_000000011	2309725946;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Xiphiidae,g:Xiphias,s:Xiphias_gladius	1.64e-40	166	81.928	136	172	156
dme1_000000011	2491777244;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Xiphiidae,g:Xiphias,s:Xiphias_gladius	5.72e-40	165	81.818	135	170	154
dme1_000000011	2557040498;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Istiophoridae,g:Kajikia,s:Kajikia_albida	5.72e-40	168	81.548	137	170	154
dme1_000000011	546143982;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Istiophoridae,g:Istiophorus,s:Istiophorus_albicans	5.72e-40	168	81.548	137	170	154
dme1_000000013	2018537251;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_minutus	7.22e-83	164	100.000	164	328	297
dme1_000000013	821091557;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_luscus	4.27e-73	164	95.732	157	293	265
dme1_000000013	55956573;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_esmarkii	6.34e-71	160	95.625	153	285	258
dme1_000000013	1293099594;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Micromesistius,s:Micromesistius_poutassou	3.75e-61	166	90.964	151	249	225
dme1_000000013	821091561;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Lotidae,g:Lota,s:Lota_lota	1.94e-58	166	89.759	149	239	216
dme1_000000013	1593084195;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	2.88e-56	166	89.157	148	230	208
dme1_000000013	1486331;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	2.88e-56	166	89.157	148	230	208
dme1_000000013	74315077;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	1.00e-55	167	88.623	148	228	206
dme1_000000013	124377065;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Melanogrammus,s:Melanogrammus_aeglefinus	1.00e-55	167	88.623	148	228	206
dme1_000000013	2456436578;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.00e-55	167	88.623	148	228	206
dme1_000000023	2018537054;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_melops	2.08e-83	165	100.000	165	330	298
dme1_000000023	2018537222;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	1.41e-66	166	92.771	154	268	242
dme1_000000023	1227482630;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_melops	4.90e-66	135	99.259	134	266	241
dme1_000000023	194351319;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Centrolabrus,s:Centrolabrus_exoletus	1.71e-65	165	92.121	152	265	240
dme1_000000023	2018537090;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	5.98e-65	166	92.169	153	263	238
dme1_000000023	1980526685;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Centrolabrus,s:Centrolabrus_exoletus	2.09e-64	165	91.515	151	260	235
dme1_000000023	1898139824;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	1.95e-58	161	90.062	145	238	215
dme1_000000023	99642101;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	8.31e-57	161	89.441	144	233	211
dme1_000000023	1894451049;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Scorpaeniformes,f:Scorpaenidae,g:Scorpaena,s:Scorpaena_scrofa	7.78e-51	165	86.061	142	211	191
dme1_000000023	1189408039;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Acantholabrus,s:Acantholabrus_palloni	9.48e-50	168	85.119	143	206	187
dme1_000000028	55956573;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_esmarkii	1.07e-80	160	100.000	160	320	289
dme1_000000028	821091557;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_luscus	1.00e-74	164	96.341	158	298	269
dme1_000000028	2018537251;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_minutus	4.27e-73	164	95.732	157	293	265
dme1_000000028	1293099594;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Micromesistius,s:Micromesistius_poutassou	2.36e-57	166	89.157	148	234	212
dme1_000000028	821091561;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Lotidae,g:Lota,s:Lota_lota	1.00e-55	166	88.554	147	229	207
dme1_000000028	1593084195;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.49e-53	166	87.952	146	220	199
dme1_000000028	1486331;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.49e-53	166	87.952	146	220	199
dme1_000000028	74315077;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	5.21e-53	167	87.425	146	218	197
dme1_000000028	124377065;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Melanogrammus,s:Melanogrammus_aeglefinus	5.21e-53	167	87.425	146	218	197
dme1_000000028	2456436578;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	5.21e-53	167	87.425	146	218	197
dme1_000000030	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	7.14e-26	162	75.309	122	119	108
dme1_000000030	CV311902;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	7.14e-26	162	75.309	122	119	108
dme1_000000030	CV311880;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	7.14e-26	162	75.309	122	119	108
dme1_000000030	CV311888;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.04e-24	163	74.847	122	112	102
dme1_000000030	CV312101;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	9.93e-18	162	71.605	116	89	81.5
dme1_000000030	1898139810;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Gobiidae,g:Gobiusculus,s:Gobiusculus_flavescens	0.001	28	85.714	24	36	33.7
dme1_000000030	2497635811;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Bramidae,g:Pterycombus,s:Pterycombus_brama	0.001	67	73.134	49	36	33.7
dme1_000000030	2497635806;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Myctophiformes,f:Myctophidae,g:Symbolophorus,s:Symbolophorus_veranyi	0.005	22	90.909	20	34	31.9
dme1_000000030	661414490;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	0.005	47	74.468	35	34	31.9
dme1_000000030	2491776987;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Mugiliformes,f:Mugilidae,g:Mugil,s:Mugil_cephalus	0.005	47	74.468	35	34	31.9
dme1_000000031	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.14e-29	162	76.543	124	133	121
dme1_000000031	CV311902;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.14e-29	162	76.543	124	133	121
dme1_000000031	CV311880;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	1.14e-29	162	76.543	124	133	121
dme1_000000031	CV311888;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	4.85e-28	163	76.074	124	126	114
dme1_000000031	CV312101;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.73e-23	162	73.457	119	108	98.7
dme1_000000031	2452988784;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Hyperoplus,s:Hyperoplus_immaculatus	3.06e-05	147	68.027	100	42	39.2
dme1_000000031	1898139754;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Osmeridae,g:Osmerus,s:Osmerus_eperlanus	3.06e-05	46	78.261	36	42	39.2
dme1_000000031	2028741869;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Ammodytidae,g:Gymnammodytes,s:Gymnammodytes_semisquamatus	1.07e-04	148	67.568	100	40	37.4
dme1_000000031	4321424;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Lampriformes,f:Regalecidae,g:Regalecus,s:Regalecus_glesne	3.73e-04	29	86.207	25	38	35.6
dme1_000000031	2497635835;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Lampriformes,f:Regalecidae,g:Regalecus,s:Regalecus_glesne	3.73e-04	29	86.207	25	38	35.6
dme1_000000032	2120245552;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Siluridae,g:Silurus,s:Silurus_glanis	1.27e-54	170	87.059	148	225	204
dme1_000000032	2325477812;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_nebulosus	4.42e-54	170	87.059	148	223	202
dme1_000000032	2386959146;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_melas	4.42e-54	170	87.059	148	223	202
dme1_000000032	299823648;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Siluridae,g:Silurus,s:Silurus_glanis	1.54e-53	170	86.471	147	220	199
dme1_000000032	985563492;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ameiurus,s:Ameiurus_nebulosus	5.38e-53	170	86.471	147	218	197
dme1_000000032	2325478036;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ictalurus,s:Ictalurus_punctatus	6.56e-52	170	86.471	147	214	194
dme1_000000032	1276391554;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Siluriformes,f:Ictaluridae,g:Ictalurus,s:Ictalurus_punctatus	7.99e-51	170	85.882	146	210	190
dme1_000000032	192293736;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Platytroctidae,g:Maulisia,s:Maulisia_mauli	7.01e-39	169	81.065	137	167	151
dme1_000000032	2333440944;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Platytroctidae,g:Holtbyrnia,s:Holtbyrnia_anomala	8.54e-38	169	80.473	136	162	147
dme1_000000032	1561111692;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Osmeriformes,f:Alepocephalidae,g:Rouleina,s:Rouleina_maderensis	8.54e-38	169	80.473	136	162	147
dme1_000000042	CV311888;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	6.30e-33	166	78.916	131	144	131
dme1_000000042	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.27e-30	166	78.313	130	135	123
dme1_000000042	CV311902;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.27e-30	166	78.313	130	135	123
dme1_000000042	CV311880;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.27e-30	166	78.313	130	135	123
dme1_000000042	CV312101;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	4.54e-22	166	74.699	124	105	96.0
dme1_000000042	2018537161;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Syngnathiformes,f:Syngnathidae,g:Syngnathus,s:Syngnathus_acus	2.06e-07	142	68.310	97	51	47.3
dme1_000000042	2333440952;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Aulopiformes,f:Paralepididae,g:Magnisudis,s:Magnisudis_atlantica	2.06e-07	73	73.973	54	51	47.3
dme1_000000042	4321424;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Lampriformes,f:Regalecidae,g:Regalecus,s:Regalecus_glesne	2.06e-07	55	78.182	43	50	46.4
dme1_000000042	2497635835;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Lampriformes,f:Regalecidae,g:Regalecus,s:Regalecus_glesne	7.20e-07	52	78.846	41	49	45.5
dme1_000000042	1946841054;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Syngnathiformes,f:Syngnathidae,g:Nerophis,s:Nerophis_lumbriciformis	7.20e-07	49	79.592	39	48	44.6
dme1_000000045	2018537251;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_minutus	3.74e-80	164	98.780	162	318	288
dme1_000000045	821091557;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_luscus	8.24e-76	164	96.951	159	303	274
dme1_000000045	55956573;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Trisopterus,s:Trisopterus_esmarkii	1.22e-73	160	96.875	155	295	267
dme1_000000045	1293099594;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Micromesistius,s:Micromesistius_poutassou	1.94e-58	166	89.759	149	239	216
dme1_000000045	821091561;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Lotidae,g:Lota,s:Lota_lota	1.00e-55	166	88.554	147	229	207
dme1_000000045	1593084195;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.49e-53	166	87.952	146	220	199
dme1_000000045	1486331;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	1.49e-53	166	87.952	146	220	199
dme1_000000045	74315077;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Merlangius,s:Merlangius_merlangus	5.21e-53	167	87.425	146	218	197
dme1_000000045	124377065;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Melanogrammus,s:Melanogrammus_aeglefinus	5.21e-53	167	87.425	146	218	197
dme1_000000045	2456436578;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Gadiformes,f:Gadidae,g:Gadus,s:Gadus_morhua	5.21e-53	167	87.425	146	218	197
dme1_000000046	378554505;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	7.22e-83	164	100.000	164	328	297
dme1_000000046	194398793;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	3.07e-81	164	99.390	163	323	292
dme1_000000046	194398794;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	3.74e-80	164	99.390	163	319	288
dme1_000000046	1293099583;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.59e-78	164	98.171	161	313	283
dme1_000000046	378554491;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	1.59e-78	164	98.171	161	313	283
dme1_000000046	2279947962;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	1.94e-77	164	97.561	160	308	279
dme1_000000046	2253741137;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.94e-77	164	97.561	160	308	279
dme1_000000046	1476682339;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.94e-77	164	97.561	160	308	279
dme1_000000046	2127678662;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	8.24e-76	164	96.951	159	303	274
dme1_000000046	1276391932;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	8.24e-76	164	96.951	159	303	274
dme1_000000049	99642101;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	6.01e-84	166	100.000	166	332	300
dme1_000000049	1898139824;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Ctenolabrus,s:Ctenolabrus_rupestris	2.56e-82	166	99.398	165	327	296
dme1_000000049	1189408039;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Acantholabrus,s:Acantholabrus_palloni	9.53e-69	166	93.373	155	277	251
dme1_000000049	2018537054;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_melops	8.36e-57	161	89.441	144	233	211
dme1_000000049	2018537138;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Labrus,s:Labrus_bergylta	3.56e-55	166	87.349	145	227	205
dme1_000000049	2617851875;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Labrus,s:Labrus_mixtus	4.33e-54	164	87.195	143	223	202
dme1_000000049	1189408120;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Labrus,s:Labrus_mixtus	5.28e-53	164	86.585	142	218	197
dme1_000000049	1843818457;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Labrus,s:Labrus_mixtus	2.73e-50	162	85.802	139	209	189
dme1_000000049	2018537222;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	1.16e-48	161	85.093	137	202	183
dme1_000000049	2018537090;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes,f:Labridae,g:Symphodus,s:Symphodus_bailloni	1.16e-48	161	85.093	137	202	183
dme1_000000064	378554505;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	6.01e-84	166	100.000	166	332	300
dme1_000000064	194398793;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	2.56e-82	166	99.398	165	327	296
dme1_000000064	194398794;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	3.11e-81	166	99.398	165	323	292
dme1_000000064	1293099583;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.32e-79	166	98.193	163	317	287
dme1_000000064	378554491;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_salar	1.32e-79	166	98.193	163	317	287
dme1_000000064	2279947962;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	1.61e-78	166	97.590	162	312	282
dme1_000000064	2253741137;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.61e-78	166	97.590	162	312	282
dme1_000000064	1476682339;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salmo,s:Salmo_trutta	1.61e-78	166	97.590	162	312	282
dme1_000000064	2127678662;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	6.86e-77	166	96.988	161	307	278
dme1_000000064	1276391932;tax=k:Animalia,p:Chordata,c:Actinopterygii,o:Salmoniformes,f:Salmonidae,g:Salvelinus,s:Salvelinus_alpinus	6.86e-77	166	96.988	161	307	278
dme1_000000066	CV312942;tax=k:Animalia,p:Chordata,c:Mammalia,o:Primates,f:Hominidae,g:Homo,s:Homo_sapiens	3.24e-30	155	78.065	121	135	123
